name,type,set_name,set_code,set_rarity
Odd-Eyes Raging Dragon,XYZ Pendulum Effect Monster,2017 Mega-Tin Mega Pack,MP17-EN205,Ultra Rare (UR)
Odd-Eyes Raging Dragon,XYZ Pendulum Effect Monster,Raging Tempest,RATE-EN048,Ultra Rare (UR)
Odd-Eyes Rebellion Dragon,XYZ Pendulum Effect Monster,2016 Mega-Tin Mega Pack,MP16-EN078,Secret Rare (ScR)
Odd-Eyes Rebellion Dragon,XYZ Pendulum Effect Monster,Clash of Rebellions,CORE-EN051,Secret Rare (ScR)
Odd-Eyes Rebellion Dragon,XYZ Pendulum Effect Monster,Clash of Rebellions,CORE-EN051,Ultimate Rare (UtR)
Odd-Eyes Rebellion Dragon,XYZ Pendulum Effect Monster,Star Pack Battle Royal,SP17-EN044,Starfoil Rare (SFR)
Odd-Eyes Rebellion Dragon - Overlord,XYZ Pendulum Effect Monster,,,
Odd-Eyes Revolution Dragon,Pendulum Effect Monster,Rise of the Duelist,ROTD-EN083,Secret Rare (ScR)
Odd-Eyes Saber Dragon,Effect Monster,2-Player Starter Deck: Yuya & Declan,YS15-ENY00,Ultra Rare (UR)
Odd-Eyes Saber Dragon,Effect Monster,Saber Force Starter Deck,YS15-ENF00,Secret Rare (ScR)
Odd-Eyes Venom Dragon,Pendulum Effect Fusion Monster,Battles of Legend: Light's Revenge,BLLR-EN006,Secret Rare (ScR)
Odd-Eyes Vortex Dragon,Fusion Monster,2016 Mega-Tin Mega Pack,MP16-EN139,Secret Rare (ScR)
Odd-Eyes Vortex Dragon,Fusion Monster,Dimension of Chaos,DOCS-EN045,Secret Rare (ScR)
Odd-Eyes Vortex Dragon,Fusion Monster,Dimension of Chaos,DOCS-EN045,Ultimate Rare (UtR)
Odd-Eyes Vortex Dragon,Fusion Monster,Legendary Dragon Decks,LEDD-ENC27,Common (C)
Odd-Eyes Vortex Dragon,Fusion Monster,Pendulum Evolution,PEVO-EN030,Super Rare (SR)
Odd-Eyes Wing Dragon,Synchro Pendulum Effect Monster,,,
Odd-Eyes Wizard Dragon,Effect Monster,Legendary Duelists: Magical Hero,LED6-EN046,Rare (R)
Odin's Eye,Trap Card,Legendary Collection 5D's Mega Pack,LC5D-EN202,Common (C)
Odin's Eye,Trap Card,Storm of Ragnarok,STOR-EN072,Common (C)
"Odin, Father of the Aesir",Synchro Monster,Legendary Collection 5D's Mega Pack,LC5D-EN191,Secret Rare (ScR)
"Odin, Father of the Aesir",Synchro Monster,Legendary Hero Decks,LEHD-ENB32,Common (C)
"Odin, Father of the Aesir",Synchro Monster,Star Pack 2014,SP14-EN050,Common (C)
"Odin, Father of the Aesir",Synchro Monster,Star Pack 2014,SP14-EN050,Starfoil Rare (SFR)
"Odin, Father of the Aesir",Synchro Monster,Storm of Ragnarok,STOR-EN040,Ghost Rare (GR)
"Odin, Father of the Aesir",Synchro Monster,Storm of Ragnarok,STOR-EN040,Ultimate Rare (UtR)
"Odin, Father of the Aesir",Synchro Monster,Storm of Ragnarok,STOR-EN040,Ultra Rare (UR)
Offering to the Immortals,Trap Card,Absolute Powerforce,ABPF-EN068,Rare (R)
Offering to the Immortals,Trap Card,Legendary Collection 5D's Mega Pack,LC5D-EN160,Common (C)
Offering to the Snake Deity,Trap Card,Duel Terminal 3,DT03-EN096,Duel Terminal Normal Parallel (DNPR)
Offering to the Snake Deity,Trap Card,Duel Terminal 3,DT03-EN096,Duel Terminal Normal Parallel Rare (DNPR)
Offering to the Snake Deity,Trap Card,Legendary Collection 2: The Duel Academy Years Mega Pack,LCGX-EN221,Common (C)
Offering to the Snake Deity,Trap Card,Phantom Darkness,PTDN-EN077,Rare (R)
Offering to the Snake Deity,Trap Card,Ra Yellow Mega Pack,RYMP-EN085,Common (C)
Offerings to the Doomed,Spell Card,Battle Pack 3: Monster League,BP03-EN138,Common (C)
Offerings to the Doomed,Spell Card,Battle Pack 3: Monster League,BP03-EN138,Shatterfoil Rare (SHR)
Offerings to the Doomed,Spell Card,Battle Pack: Epic Dawn,BP01-EN070,Common (C)
Offerings to the Doomed,Spell Card,Battle Pack: Epic Dawn,BP01-EN070,Starfoil Rare (SFR)
Offerings to the Doomed,Spell Card,Duel Terminal 2,DT02-EN039,Duel Terminal Normal Parallel (DNPR)
Offerings to the Doomed,Spell Card,Duel Terminal 2,DT02-EN039,Duel Terminal Normal Parallel Rare (DNPR)
Offerings to the Doomed,Spell Card,Gold Series,GLD1-EN034,Common (C)
Offerings to the Doomed,Spell Card,Labyrinth of Nightmare,LON-051,Common (C)
Offerings to the Doomed,Spell Card,Labyrinth of Nightmare,LON-E051,Common (C)
Offerings to the Doomed,Spell Card,Labyrinth of Nightmare,LON-EN051,Common (C)
Offerings to the Doomed,Spell Card,OTS Tournament Pack 1,OP01-EN023,Common (C)
Offerings to the Doomed,Spell Card,Speed Duel Starter Decks: Twisted Nightmares,SS05-ENA22,Common (C)
Offerings to the Doomed,Spell Card,Starter Deck: Kaiba Reloaded,YSKR-EN033,Common (C)
Offerings to the Doomed,Spell Card,Structure Deck: Powercode Link,SDPL-EN023,Common (C)
Offerings to the Doomed,Spell Card,The Lost Art Promotion 2020 E,LART-EN017,Ultra Rare (UR)
Ogre of the Black Shadow,Normal Monster,Starter Deck: Kaiba,SDK-019,Common (C)
Ogre of the Black Shadow,Normal Monster,Starter Deck: Kaiba,SDK-E018,Common (C)
Ogre of the Scarlet Sorrow,Effect Monster,Absolute Powerforce,ABPF-EN005,Super Rare (SR)
Oh F!sh!,Trap Card,Generation Force,GENF-EN069,Rare (R)
Oh Tokenbaum!,Trap Card,Shadow Specters,SHSP-EN098,Rare (R)
Oh Tokenbaum!,Trap Card,Yu-Gi-Oh! Advent Calendar (2018),AC18-EN024,Ultra Rare (UR)
Oilman,Union Effect Monster,Absolute Powerforce,ABPF-EN036,Common (C)
Oilman,Union Effect Monster,Geargia Rampage Structure Deck,SDGR-EN018,Common (C)
Ojama Black,Normal Monster,Dark Revelation Volume 2,DR2-EN002,Common (C)
Ojama Black,Normal Monster,Duelist Pack: Chazz Princeton,DP2-EN004,Common (C)
Ojama Black,Normal Monster,Invasion of Chaos,IOC-002,Common (C)
Ojama Black,Normal Monster,Invasion of Chaos,IOC-EN002,Common (C)
Ojama Black,Normal Monster,OTS Tournament Pack 7 (POR),OP07-PT029,Common (C)
Ojama Blue,Effect Monster,OTS Tournament Pack 6,OP06-EN022,Common (C)
Ojama Blue,Effect Monster,Raging Battle,RGBT-EN097,Rare (R)
Ojama Country,Spell Card,OTS Tournament Pack 13 (POR),OP13-PT035,Common (C)
Ojama Country,Spell Card,Raging Battle,RGBT-EN098,Rare (R)
Ojama Delta Hurricane!!,Spell Card,Dark Revelation Volume 2,DR2-EN034,Common (C)
Ojama Delta Hurricane!!,Spell Card,Duelist Pack: Chazz Princeton,DP2-EN018,Common (C)
Ojama Delta Hurricane!!,Spell Card,Invasion of Chaos,IOC-034,Short Print (SP)
Ojama Delta Hurricane!!,Spell Card,Invasion of Chaos,IOC-EN034,Short Print (SP)
Ojama Duo,Trap Card,2018 Mega-Tin Mega Pack,MP18-EN157,Common (C)
Ojama Duo,Trap Card,Circuit Break,CIBR-EN080,Short Print (SP)
Ojama Emperor,Link Monster,Duel Overload,DUOV-EN033,Ultra Rare (UR)
Ojama Green,Normal Monster,Dark Crisis,DCR-056,Common (C)
Ojama Green,Normal Monster,Dark Crisis,DCR-EN056,Common (C)
Ojama Green,Normal Monster,Dark Revelation Volume 1,DR1-EN218,Common (C)
Ojama Green,Normal Monster,Duelist Pack: Chazz Princeton,DP2-EN002,Common (C)
Ojama Green,Normal Monster,OTS Tournament Pack 7 (POR),OP07-PT030,Common (C)
Ojama King,Fusion Monster,Dark Revelation Volume 3,DR3-EN034,Rare (R)
Ojama King,Fusion Monster,Duelist Pack: Chazz Princeton,DP2-EN015,Common (C)
Ojama King,Fusion Monster,Soul of the Duelist,SOD-EN034,Rare (R)
Ojama King,Fusion Monster,Soul of the Duelist,SOD-EN034,Ultimate Rare (UtR)
Ojama Knight,Fusion Monster,Tactical Evolution,TAEV-EN044,Common (C)
Ojama Pajama,Trap Card,Legendary Duelists: Ancient Millennium,LED2-EN024,Rare (R)
Ojama Pink,Effect Monster,,,
Ojama Red,Effect Monster,OTS Tournament Pack 8,OP08-EN015,Common (C)
Ojama Red,Effect Monster,OTS Tournament Pack 8 (POR),OP08-PT015,Common (C)
Ojama Red,Effect Monster,Raging Battle,RGBT-EN096,Rare (R)
Ojama Token,Token,,,
Ojama Trio,Trap Card,Dark Crisis,DCR-047,Short Print (SP)
Ojama Trio,Trap Card,Dark Crisis,DCR-EN047,Short Print (SP)
Ojama Trio,Trap Card,Dark Revelation Volume 1,DR1-EN209,Common (C)
Ojama Trio,Trap Card,Dinosmasher's Fury Structure Deck,SR04-EN034,Common (C)
Ojama Trio,Trap Card,Duelist Pack: Chazz Princeton,DP2-EN027,Common (C)
Ojama Yellow,Normal Monster,Dark Revelation Volume 2,DR2-EN001,Common (C)
Ojama Yellow,Normal Monster,Duel Terminal - Preview Wave 1,DTP1-EN004,Duel Terminal Normal Parallel (DNPR)
Ojama Yellow,Normal Monster,Duel Terminal - Preview Wave 1,DTP1-EN004,Duel Terminal Normal Parallel Rare (DNPR)
Ojama Yellow,Normal Monster,Duel Terminal 1,DT01-EN004,Duel Terminal Normal Parallel (DNPR)
Ojama Yellow,Normal Monster,Duel Terminal 1,DT01-EN004,Duel Terminal Normal Parallel Rare (DNPR)
Ojama Yellow,Normal Monster,Duelist Pack: Chazz Princeton,DP2-EN003,Common (C)
Ojama Yellow,Normal Monster,Invasion of Chaos,IOC-001,Common (C)
Ojama Yellow,Normal Monster,Invasion of Chaos,IOC-EN001,Common (C)
Ojama Yellow,Normal Monster,OTS Tournament Pack 7 (POR),OP07-PT028,Common (C)
Ojamagic,Spell Card,Dark Revelation Volume 4,DR04-EN100,Rare (R)
Ojamagic,Spell Card,Duelist Pack: Chazz Princeton,DP2-EN020,Rare (R)
Ojamagic,Spell Card,Elemental Energy,EEN-EN040,Common (C)
Ojamagic,Spell Card,Legendary Duelists: Ancient Millennium,LED2-EN029,Common (C)
Ojamandala,Spell Card,,,
Ojamassimilation,Spell Card,Legendary Duelists: Ancient Millennium,LED2-EN022,Rare (R)
Ojamatch,Spell Card,Legendary Duelists: Ancient Millennium,LED2-EN023,Rare (R)
Ojamuscle,Spell Card,Dark Revelation Volume 4,DR04-EN101,Common (C)
Ojamuscle,Spell Card,Duelist Pack: Chazz Princeton,DP2-EN021,Rare (R)
Ojamuscle,Spell Card,Elemental Energy,EEN-EN041,Common (C)
Old Entity Cthugua,Synchro Monster,Shadows in Valhalla,SHVA-EN016,Secret Rare (ScR)
Old Entity Hastorr,Synchro Monster,2015 Mega-Tins,CT12-EN005,Super Rare (SR)
Old Mind,Spell Card,Chaos Impact,CHIM-EN066,Common (C)
Old Vindictive Magician,Flip Effect Monster,Battle Pack: Epic Dawn,BP01-EN060,Common (C)
Old Vindictive Magician,Flip Effect Monster,Battle Pack: Epic Dawn,BP01-EN060,Starfoil Rare (SFR)
Old Vindictive Magician,Flip Effect Monster,Champion Pack: Game Six,CP06-EN003,Super Rare (SR)
Old Vindictive Magician,Flip Effect Monster,Dark Revelation Volume 1,DR1-EN122,Common (C)
Old Vindictive Magician,Flip Effect Monster,Demo Deck 2016,DEM3-EN007,Common (C)
Old Vindictive Magician,Flip Effect Monster,Gold Series,GLD1-EN013,Common (C)
Old Vindictive Magician,Flip Effect Monster,Magician's Force,MFC-067,Common (C)
Old Vindictive Magician,Flip Effect Monster,Speed Duel Starter Decks: Match of the Millennium,SS04-ENA12,Common (C)
Old Vindictive Magician,Flip Effect Monster,Spellcaster's Command Structure Deck,SDSC-EN009,Common (C)
Old Vindictive Magician,Flip Effect Monster,Starter Deck: Yugi Reloaded,YSYR-EN014,Common (C)
Old Vindictive Magician,Flip Effect Monster,Super Starter: V for Victory,YS13-EN020,Common (C)
Omega Goggles,Spell Card,Crossroads of Chaos,CSOC-EN062,Short Print (SP)
Omega Summon,Trap Card,Fusion Enforcers,FUEN-EN037,Secret Rare (ScR)
Omega Summon,Trap Card,Shadows in Valhalla,SHVA-EN044,Super Rare (SR)
Ominous Fortunetelling,Trap Card,Dark Beginning 2,DB2-EN203,Common (C)
Ominous Fortunetelling,Trap Card,Legacy of Darkness,LOD-094,Common (C)
Ominous Fortunetelling,Trap Card,Legacy of Darkness,LOD-EN094,Common (C)
Omni Dragon Brotaur,Effect Monster,2020 Tin of Lost Memories Mega Pack,MP20-EN059,Ultra Rare (UR)
Omni Dragon Brotaur,Effect Monster,Dark Neostorm,DANE-EN020,Secret Rare (ScR)
One Day of Peace,Spell Card,OTS Tournament Pack 4,OP04-EN012,Super Rare (SR)
One Day of Peace,Spell Card,Photon Shockwave,PHSW-EN060,Common (C)
One for One,Spell Card,Duelist Pack Collection Tin 2010,DPCT-ENY08,Super Rare (SR)
One for One,Spell Card,Duelist Pack: Yusei 2,DP09-EN018,Rare (R)
One for One,Spell Card,Legendary Collection 5D's Mega Pack,LC5D-EN045,Ultra Rare (UR)
One for One,Spell Card,Pendulum Domination Structure Deck,SDPD-EN028,Common (C)
One for One,Spell Card,Raging Battle,RGBT-EN045,Rare (R)
One for One,Spell Card,Saga of Blue-Eyes White Dragon Structure Deck,SDBE-EN027,Common (C)
One for One,Spell Card,Star Pack 2013,SP13-EN050,Common (C)
One for One,Spell Card,Star Pack 2013,SP13-EN050,Starfoil Rare (SFR)
One for One,Spell Card,Structure Deck: Powercode Link,SDPL-EN029,Common (C)
One for One,Spell Card,Structure Deck: Sacred Beasts,SDSA-EN027,Common (C)
One for One,Spell Card,Synchron Extreme Structure Deck,SDSE-EN031,Common (C)
One for One,Spell Card,Yu-Gi-Oh! Advent Calendar (2019),AC19-EN018,Ultra Rare (UR)
One or Eight,Trap Card,Phantom Rage,PHRA-EN080,Common (C)
One Who Hunts Souls,Normal Monster,,,
One-Eyed Shield Dragon,Normal Monster,Legend of Blue Eyes White Dragon,LOB-087,Common (C)
One-Eyed Shield Dragon,Normal Monster,Legend of Blue Eyes White Dragon,LOB-EN087,Common (C)
One-Eyed Shield Dragon,Normal Monster,Magic Ruler,MRL-E127,Common (C)
One-Eyed Skill Gainer,XYZ Monster,Abyss Rising,ABYR-EN040,Super Rare (SR)
One-Shot Wand,Spell Card,Abyss Rising,ABYR-EN051,Common (C)
One-Shot Wand,Spell Card,Battle Pack 3: Monster League,BP03-EN179,Common (C)
One-Shot Wand,Spell Card,Battle Pack 3: Monster League,BP03-EN179,Shatterfoil Rare (SHR)
One-Time Passcode,Spell Card,2018 Mega-Tin Mega Pack,MP18-EN141,Rare (R)
One-Time Passcode,Spell Card,Circuit Break,CIBR-EN061,Rare (R)
"Oneiroi, the Dream Mirror Emissary",Effect Monster,,,
"Oneiros, the Dream Mirror Erlking",Fusion Monster,Chaos Impact,CHIM-EN087,Super Rare (SR)
"Oneiros, the Dream Mirror Erlking",Fusion Monster,Chaos Impact,CHIM-EN087,Unknown Rarity 
"Oneiros, the Dream Mirror Faeking",Fusion Monster,,,
Oni Tank T-34,Normal Monster,Pharaoh's Servant,PSV-059,Common (C)
Oni Tank T-34,Normal Monster,Pharaoh's Servant,PSV-E059,Common (C)
Oni Tank T-34,Normal Monster,Pharaoh's Servant,PSV-EN059,Common (C)
Oni-Gami Combo,Spell Card,Generation Force,GENF-EN060,Common (C)
Onikuji,Trap Card,2018 Mega-Tin Mega Pack,MP18-EN030,Common (C)
Onikuji,Trap Card,Maximum Crisis,MACR-EN099,Common (C)
Onomatopaira,Spell Card,Legacy of the Valiant,LVAL-EN067,Rare (R)
Onomatopaira,Spell Card,Legendary Duelists: Magical Hero,LED6-EN043,Common (C)
Onomatopia,Spell Card,World Superstars,WSUP-EN024,Prismatic Secret Rare (PScR)
Onomatopickup,Spell Card,Legendary Duelists: Magical Hero,LED6-EN037,Rare (R)
Onslaught of the Fire Kings,Spell Card,Hidden Summoners,HISU-EN055,Super Rare (SR)
Onslaught of the Fire Kings,Spell Card,Onslaught of the Fire Kings Structure Deck,SDOK-EN022,Super Rare (SR)
Ooguchi,Effect Monster,Metal Raiders,MRD-032,Short Print (SP)
Ooguchi,Effect Monster,Metal Raiders,MRD-E032,Short Print (SP)
Ooguchi,Effect Monster,Metal Raiders,MRD-EN032,Short Print (SP)
Ookazi,Spell Card,Magic Ruler,MRL-E108,Common (C)
Ookazi,Spell Card,Starter Deck 2006,YSD-EN020,Common (C)
Ookazi,Spell Card,Starter Deck: Kaiba,SDK-023,Common (C)
Ookazi,Spell Card,Starter Deck: Kaiba Evolution,SKE-026,Common (C)
Ookazi,Spell Card,Starter Deck: Yu-Gi-Oh! 5D's 2009,5DS2-EN031,Common (C)
Oops!,Trap Card,2018 Mega-Tin Mega Pack,MP18-EN223,Common (C)
Oops!,Trap Card,Extreme Force,EXFO-EN080,Short Print (SP)
Opening of the Spirit Gates,Spell Card,Structure Deck: Sacred Beasts,SDSA-EN020,Common (C)
Opera the Melodious Diva,Effect Monster,2016 Mega-Tin Mega Pack,MP16-EN054,Common (C)
Opera the Melodious Diva,Effect Monster,Clash of Rebellions,CORE-EN008,Common (C)
Opera the Melodious Diva,Effect Monster,Star Pack Battle Royal,SP17-EN020,Common (C)
Opera the Melodious Diva,Effect Monster,Star Pack Battle Royal,SP17-EN020,Starfoil Rare (SFR)
Oppressed People,Normal Monster,Dark Revelation Volume 1,DR1-EN057,Common (C)
Oppressed People,Normal Monster,Magician's Force,MFC-002,Common (C)
Opti-Camouflage Armor,Spell Card,Ancient Sanctuary,AST-035,Short Print (SP)
Opti-Camouflage Armor,Spell Card,Dark Revelation Volume 2,DR2-EN147,Common (C)
Opticlops,Normal Monster,Dark Beginning 2,DB2-EN131,Common (C)
Opticlops,Normal Monster,Legacy of Darkness,LOD-009,Rare (R)
Opticlops,Normal Monster,Legacy of Darkness,LOD-EN009,Rare (R)
Opticlops,Normal Monster,Retro Pack 2,RP02-EN053,Common (C)
Opticlops,Normal Monster,Starter Deck: Kaiba Evolution,SKE-012,Common (C)
Opticlops,Normal Monster,Starter Deck: Kaiba Reloaded,YSKR-EN005,Common (C)
Option Hunter,Trap Card,Dark Revelation Volume 4,DR04-EN178,Common (C)
Option Hunter,Trap Card,Shadow of Infinity,SOI-EN058,Rare (R)
Option Hunter,Trap Card,Shadow of Infinity,SOI-EN058,Ultimate Rare (UtR)
Option Token,Token,,,
Oracle of the Herald,Spell Card,2015 Mega-Tin Mega Pack,MP15-EN176,Common (C)
Oracle of the Herald,Spell Card,The New Challengers,NECH-EN066,Common (C)
Oracle of the Sun,Effect Monster,Absolute Powerforce,ABPF-EN019,Super Rare (SR)
Oracle of the Sun,Effect Monster,Battle Pack 2: War of the Giants,BP02-EN087,Common (C)
Oracle of the Sun,Effect Monster,Battle Pack 2: War of the Giants,BP02-EN087,Mosaic Rare (MSR)
Oracle of the Sun,Effect Monster,Legendary Collection 5D's Mega Pack,LC5D-EN223,Common (C)
Oracle of the Sun,Effect Monster,Legendary Duelists: Immortal Destiny,LED5-EN029,Common (C)
Oracle of Zefra,Spell Card,Crossed Souls,CROS-EN060,Secret Rare (ScR)
Oracle of Zefra,Spell Card,Pendulum Evolution,PEVO-EN050,Super Rare (SR)
Orb of Yasaka,Spell Card,The Duelist Genesis,TDGS-EN055,Common (C)
Orbital 7,Effect Monster,Cosmo Blazer,CBLZ-EN020,Super Rare (SR)
Orbital Bombardment,Trap Card,Power of the Duelist,POTD-EN053,Common (C)
Orbital Hydralander,Effect Monster,2018 Mega-Tin Mega Pack,MP18-EN059,Common (C)
Orbital Hydralander,Effect Monster,Code of the Duelist,COTD-EN035,Common (C)
Orca Mega-Fortress of Darkness,Effect Monster,Dark Revelation Volume 2,DR2-EN085,Rare (R)
Orca Mega-Fortress of Darkness,Effect Monster,Invasion of Chaos,IOC-084,Super Rare (SR)
Orca Mega-Fortress of Darkness,Effect Monster,Invasion of Chaos,IOC-EN084,Super Rare (SR)
Orcust Brass Bombard,Tuner Monster,Soul Fusion,SOFU-EN014,Rare (R)
Orcust Crescendo,Trap Card,Dark Neostorm,DANE-EN074,Super Rare (SR)
Orcust Cymbal Skeleton,Effect Monster,OTS Tournament Pack 12,OP12-EN007,Super Rare (SR)
Orcust Cymbal Skeleton,Effect Monster,OTS Tournament Pack 12 (POR),OP12-PT007,Super Rare (SR)
Orcust Cymbal Skeleton,Effect Monster,Soul Fusion,SOFU-EN015,Rare (R)
Orcust Harp Horror,Effect Monster,OTS Tournament Pack 11,OP11-EN007,Super Rare (SR)
Orcust Harp Horror,Effect Monster,OTS Tournament Pack 11 (POR),OP11-PT007,Super Rare (SR)
Orcust Harp Horror,Effect Monster,Soul Fusion,SOFU-EN016,Rare (R)
Orcust Knightmare,Effect Monster,OTS Tournament Pack 11,OP11-EN008,Super Rare (SR)
Orcust Knightmare,Effect Monster,OTS Tournament Pack 11 (POR),OP11-PT008,Super Rare (SR)
Orcust Knightmare,Effect Monster,Savage Strike,SAST-EN021,Common (C)
Orcustrated Attack,Trap Card,Soul Fusion,SOFU-EN070,Common (C)
Orcustrated Babel,Spell Card,OTS Tournament Pack 10,OP10-EN012,Super Rare (SR)
Orcustrated Babel,Spell Card,OTS Tournament Pack 10 (POR),OP10-PT012,Super Rare (SR)
Orcustrated Babel,Spell Card,Soul Fusion,SOFU-EN057,Rare (R)
Orcustrated Core,Trap Card,Soul Fusion,SOFU-EN071,Common (C)
Orcustrated Einsatz,Spell Card,Soul Fusion,SOFU-EN059,Common (C)
Orcustrated Release,Trap Card,Savage Strike,SAST-EN076,Common (C)
Orcustrated Return,Spell Card,Soul Fusion,SOFU-EN058,Secret Rare (ScR)
Orcustrion,Link Monster,Soul Fusion,SOFU-EN045,Ultra Rare (UR)
Ordeal of a Traveler,Trap Card,Dark Beginning 2,DB2-EN239,Common (C)
Ordeal of a Traveler,Trap Card,Legendary Collection 3: Yugi's World Mega Pack,LCYW-EN156,Common (C)
Ordeal of a Traveler,Trap Card,Pharaonic Guardian,PGD-042,Short Print (SP)
Ordeal of a Traveler,Trap Card,Structure Deck: Invincible Fortress,SD7-EN030,Common (C)
Order to Charge,Spell Card,Ancient Sanctuary,AST-085,Short Print (SP)
Order to Charge,Spell Card,Dark Revelation Volume 2,DR2-EN198,Common (C)
Order to Charge,Spell Card,Speed Duel Starter Decks: Ultimate Predators,SS03-ENV01,Ultra Rare (UR)
Order to Smash,Trap Card,Ancient Sanctuary,AST-110,Common (C)
Order to Smash,Trap Card,Dark Revelation Volume 2,DR2-EN223,Common (C)
Order to Smash,Trap Card,Speed Duel Starter Decks: Ultimate Predators,SS03-ENB29,Common (C)
"Orea, the Sylvan High Arbiter",XYZ Monster,2015 Mega-Tin Mega Pack,MP15-EN028,Secret Rare (ScR)
"Orea, the Sylvan High Arbiter",XYZ Monster,Primal Origin,PRIO-EN050,Secret Rare (ScR)
Orgoth the Relentless,Effect Monster,Battles of Legend: Relentless Revenge,BLRR-EN001,Secret Rare (ScR)
Orichalcos Shunoros,Effect Monster,Dragons of Legend: The Complete Series,DLCS-EN141,Common (C)
Orichalcos Shunoros,Effect Monster,Gold Series 4: Pyramids Edition,GLD4-EN029,Common (C)
Orichalcos Shunoros,Effect Monster,Shonen Jump March 2010 subscription bonus,JUMP-EN035,Ultra Rare (UR)
Orient Dragon,Synchro Monster,Generation Force,GENF-EN085,Secret Rare (ScR)
Orient Dragon,Synchro Monster,Legendary Collection 5D's Mega Pack,LC5D-EN247,Ultra Rare (UR)
Orion the Battle King,Normal Monster,,,
Oscillo Hero,Normal Monster,Tournament Pack: 1st Season,TP1-023,Common (C)
Oscillo Hero,Normal Monster,Tournament Pack: 1st Season,TP1-E023,Common (C)
Oscillo Hero,Normal Monster,Turbo Pack: Booster Four,TU04-EN013,Common (C)
Oshaleon,Effect Monster,Stardust Overdrive,SOVR-EN036,Short Print (SP)
Ostinato,Spell Card,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN232,Common (C)
Ostinato,Spell Card,Soul Fusion,SOFU-EN098,Common (C)
"Otherworld - The ""A"" Zone",Spell Card,Force of the Breaker,FOTB-EN044,Common (C)
Otohime,Spirit Monster,Dark Beginning 2,DB2-EN181,Common (C)
Otohime,Spirit Monster,Legacy of Darkness,LOD-069,Super Short Print 
Otohime,Spirit Monster,Legacy of Darkness,LOD-EN069,Super Short Print 
Otohime,Spirit Monster,War of the Giants Reinforcements,WGRT-EN005,Common (C)
Otohime,Spirit Monster,War of the Giants: Round 2,BPW2-EN005,Common (C)
Out of the Blue,Spell Card,Extreme Victory,EXVC-EN061,Common (C)
Outer Entity Azathot,XYZ Monster,Shadows in Valhalla,SHVA-EN018,Secret Rare (ScR)
Outer Entity Nyarla,XYZ Monster,Shadows in Valhalla,SHVA-EN017,Secret Rare (ScR)
Outrigger Extension,Spell Card,2020 Tin of Lost Memories Mega Pack,MP20-EN217,Ultra Rare (UR)
Outrigger Extension,Spell Card,The Infinity Chasers,INCH-EN012,Super Rare (SR)
Outstanding Dog Marron,Effect Monster,Dark Crisis,DCR-062,Short Print (SP)
Outstanding Dog Marron,Effect Monster,Dark Crisis,DCR-EN062,Short Print (SP)
Outstanding Dog Marron,Effect Monster,Dark Revelation Volume 1,DR1-EN224,Common (C)
Over Capacity,Trap Card,Order of Chaos,ORCS-EN077,Rare (R)
Over Destiny,Spell Card,Destiny Soldiers,DESO-EN015,Super Rare (SR)
Over Destiny,Spell Card,Duelist Pack: Aster Phoenix,DP05-EN021,Super Rare (SR)
